_id,keywords_en,keyword_hash,image_url,categories,tags
25863,drunk|plastered|drunken|boozy|inebriate,905168b4,https://static.arasaac.org/pictograms/25863/25863_500.png,qualifying adjective|alcoholism,communication|language|adjective|qualifying adjective|health|lifestyle|unhealthy habit|addiction|drugs|alcohol
25869,felled forest,b7144933,https://static.arasaac.org/pictograms/25869/25869_500.png,forestry,work|primary sector|forestry
25873,drink a toast|toast,b1a760b2,https://static.arasaac.org/pictograms/25873/25873_500.png,verb|popular event,communication|language|verb|event|popular event
25875,warlock,3398cb46,https://static.arasaac.org/pictograms/25875/25875_500.png,tale character|halloween|costume,character|book character|tale character|literature|event|popular event|halloween|object|fashion|clothes|costume
25879,attic,0535c94e,https://static.arasaac.org/pictograms/25879/25879_500.png,residential building,place|building|home
25883,sausage,8b433670,https://static.arasaac.org/pictograms/25883/25883_500.png,cold meat,feeding|food|processed food|cold meat
25887,goat,a94aa000,https://static.arasaac.org/pictograms/25887/25887_500.png,herbivorous|mammal|viviparous|terrestrial animal|cattle farming|domestic animal|core vocabulary-living being|core vocabulary-work,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|work|primary sector|cattle farming|domestic|core vocabulary
25891,cocoa bean|cacao bean,7930be61,https://static.arasaac.org/pictograms/25891/25891_500.png,vegetal origin material|ultra-processed food,material|raw material|vegetal origin material|feeding|food|ultra-processed food
25894,calla lily|calla,72c9fce8,https://static.arasaac.org/pictograms/25894/25894_500.png,flower,plant|flower
25898,calcium|Ca,c3ff6cf5,https://static.arasaac.org/pictograms/25898/25898_500.png,chemistry|medicament|osseous system,chemistry|health|medicine|medicament|human body|physiology|human physiology|osseous system
25900,bed,001cbc05,https://static.arasaac.org/pictograms/25900/25900_500.png,furniture|core vocabulary-object,object|furniture|core vocabulary
25904,camera|photographic camera,e683befa,https://static.arasaac.org/pictograms/25904/25904_500.png,appliance|photography|hardware,object|appliance|visual art|photography|computing|hardware
25908,long-sleeve T-shirt|long sleeve T-shirt,4d77224f,https://static.arasaac.org/pictograms/25908/25908_500.png,clothes,object|fashion|clothes
25912,camp,ad82e95a,https://static.arasaac.org/pictograms/25912/25912_500.png,mountain,leisure|outdoor activity|mountain
25916,field,06e3d36f,https://static.arasaac.org/pictograms/25916/25916_500.png,agriculture|worksite|workplace|rural area,work|primary sector|agriculture|workplace|place|rural area
25920,canal,4709ead2,https://static.arasaac.org/pictograms/25920/25920_500.png,infrastructure|agriculture,place|infrastructure|work|primary sector|agriculture
25924,carnival,fd7d0210,https://static.arasaac.org/pictograms/25924/25924_500.png,carnival|core vocabulary-time,event|popular event|carnival|core vocabulary
25928,caveman|troglodyte|Cro-magnon|neanderthal,4866193b,https://static.arasaac.org/pictograms/25928/25928_500.png,prehistory,history|prehistory
25932,dive|dive in,1d9f7e6c,https://static.arasaac.org/pictograms/25932/25932_500.png,verb|swimming pool,communication|language|verb|leisure|outdoor activity|swimming pool
25936,puddle,e5d35def,https://static.arasaac.org/pictograms/25936/25936_500.png,miscellaneous,
25940,chocolate|bar|chocolate bar,70bac5c1,https://static.arasaac.org/pictograms/25940/25940_500.png,ultra-processed food|core vocabulary-feeding|food,feeding|food|ultra-processed food|core vocabulary
25944,chupinazo|bang|rocket firing,0bd01de0,https://static.arasaac.org/pictograms/25944/25944_500.png,popular festival,event|popular event|popular festival
25948,Heaven,714d82a0,https://static.arasaac.org/pictograms/25948/25948_500.png,christianity,religion|christianity
25950,video tape|videotape,9d682ee6,https://static.arasaac.org/pictograms/25950/25950_500.png,electrical appliance,object|appliance|electrical appliance|home
25954,circuit|electrical circuit|electric circuit,52ef6c22,https://static.arasaac.org/pictograms/25954/25954_500.png,educational task,education|educational task
25958,light,2ac43aa4,https://static.arasaac.org/pictograms/25958/25958_500.png,qualifying adjective|color,communication|language|adjective|qualifying adjective|color
25962,hearse,e6c1881c,https://static.arasaac.org/pictograms/25962/25962_500.png,land transport|death,movement|traffic|mode of transport|land transport|event|social event|death
25966,toy kitchen|kitchenette,722ef492,https://static.arasaac.org/pictograms/25966/25966_500.png,toy|core vocabulary-leisure,leisure|sport|toy
25970,quail,d98d4c47,https://static.arasaac.org/pictograms/25970/25970_500.png,omnivorous|bird|oviparous|terrestrial animal|hunting|domestic animal,animal|omnivorous|vertebrate|bird|oviparous|terrestrial animal|work|primary sector|hunting|domestic
25974,camp|summer camp,85cf37f7,https://static.arasaac.org/pictograms/25974/25974_500.png,residential building|entertainment facility|core vocabulary-place|summer,place|building|home|leisure|facility|recreational facility|core vocabulary|summer
25976,camp|summer camp,85cf37f7,https://static.arasaac.org/pictograms/25976/25976_500.png,residential building|entertainment facility|summer,place|building|home|leisure|facility|recreational facility|summer
25982,communicator,dc02509a,https://static.arasaac.org/pictograms/25982/25982_500.png,communication aid,communication|augmentative communication|communication aid
25986,console|comfort|give condolences on behalf of,07b18a44,https://static.arasaac.org/pictograms/25986/25986_500.png,verb|death,communication|language|verb|event|social event|death
25988,build|brick up|brick in,a8fb830b,https://static.arasaac.org/pictograms/25988/25988_500.png,verb|construction,communication|language|verb|work|secondary sector|construction
25990,environment control|home automation,86ffd676,https://static.arasaac.org/pictograms/25990/25990_500.png,residential building,place|building|home
25992,wreath,b5afc527,https://static.arasaac.org/pictograms/25992/25992_500.png,death,event|social event|death
25996,strap,6ebb759d,https://static.arasaac.org/pictograms/25996/25996_500.png,pet|animal,animal|pet
26000,cut the grass|reap,09687466,https://static.arasaac.org/pictograms/26000/26000_500.png,verb|work tool|gardening,communication|language|verb|work|tool|primary sector|gardening
26002,short,4f09daa9,https://static.arasaac.org/pictograms/26002/26002_500.png,qualifying adjective|basic concepts|core vocabulary-communication|core vocabulary-knowledge,communication|language|adjective|qualifying adjective|mathematics|basic concepts|core vocabulary
26004,sewing basket,563aaacf,https://static.arasaac.org/pictograms/26004/26004_500.png,container|clothing industry,object|container|work|secondary sector|clothing industry
26008,crematorium|cremate|cremation chamber|crematory,eeae9004,https://static.arasaac.org/pictograms/26008/26008_500.png,verb|death,communication|language|verb|event|social event|death
26012,chrysalis,93c51ba4,https://static.arasaac.org/pictograms/26012/26012_500.png,animal physiology,animal|animal physiology
26016,stamps|trading cards,4e62d969,https://static.arasaac.org/pictograms/26016/26016_500.png,hobby|core vocabulary-leisure,leisure|hobby
26018,chronometer,9ba8bb84,https://static.arasaac.org/pictograms/26018/26018_500.png,chronological device|sport material|chronological instrument,object|appliance|time|chronological device|leisure|sport|sport material
26022,which?,169ea313,https://static.arasaac.org/pictograms/26022/26022_500.png,pronoun|interrogative pronoun|adjective,communication|language|pronoun|interrogative pronoun|adverb|adjective
26024,cover,41d0e299,https://static.arasaac.org/pictograms/26024/26024_500.png,verb,communication|language|verb
26026,rope,379e86ff,https://static.arasaac.org/pictograms/26026/26026_500.png,mountain,leisure|outdoor activity|mountain
26030,buttock|bum|backside|butt,f6473fdd,https://static.arasaac.org/pictograms/26030/26030_500.png,human anatomy|core vocabulary-living being,human body|anatomy|human anatomy|core vocabulary
26035,toes,df9b7588,https://static.arasaac.org/pictograms/26035/26035_500.png,human anatomy,human body|anatomy|human anatomy
26037,selfish,2ecf5c61,https://static.arasaac.org/pictograms/26037/26037_500.png,qualifying adjective|disruptive behavior,communication|language|adjective|qualifying adjective|psychology|disruptive behavior
26038,selfish,2ecf5c61,https://static.arasaac.org/pictograms/26038/26038_500.png,qualifying adjective|disruptive behavior,communication|language|adjective|qualifying adjective|psychology|disruptive behavior
26039,selfish,2ecf5c61,https://static.arasaac.org/pictograms/26039/26039_500.png,qualifying adjective|disruptive behavior,communication|language|adjective|qualifying adjective|psychology|disruptive behavior
26049,reservoir,26967d78,https://static.arasaac.org/pictograms/26049/26049_500.png,infrastructure,place|infrastructure
26053,drunkenness,38ce9e58,https://static.arasaac.org/pictograms/26053/26053_500.png,alcoholism,health|lifestyle|unhealthy habit|addiction|drugs|alcohol
26055,running of the bulls,c4731a88,https://static.arasaac.org/pictograms/26055/26055_500.png,popular festival|bullfighting,event|popular event|popular festival|scenic art|bullfighting
26059,energy,05e7d19a,https://static.arasaac.org/pictograms/26059/26059_500.png,physics,physics
26061,wind power|wind generation,574371ef,https://static.arasaac.org/pictograms/26061/26061_500.png,physics|energy,physics|work|secondary sector|energy
26063,entrance|entering|entry,b7fa9c09,https://static.arasaac.org/pictograms/26063/26063_500.png,students|educational building|educational_building,education|students|building|place
26067,escarole,48f5f7fd,https://static.arasaac.org/pictograms/26067/26067_500.png,vegetable|herbaceous plant,feeding|food|plant-based food|vegetable|plant|hervaceouos plant
26071,writing desk,52656f52,https://static.arasaac.org/pictograms/26071/26071_500.png,furniture,object|furniture
26075,stand|stand up,56fdbfc8,https://static.arasaac.org/pictograms/26075/26075_500.png,verb|physical exercise|body position,communication|language|verb|leisure|sport|physical exercise|human body|position
26077,extractor hood|exhaust hood|extractor,fa7032a1,https://static.arasaac.org/pictograms/26077/26077_500.png,electrical appliance,object|appliance|electrical appliance|home
26081,girdle|corset|stays,869e0419,https://static.arasaac.org/pictograms/26081/26081_500.png,accessories,object|fashion|accessories
26086,pharaoh,85829fb2,https://static.arasaac.org/pictograms/26086/26086_500.png,egypt|archaeology,history|civilization|Egypt|archaeology
26090,ugly,92cc3d58,https://static.arasaac.org/pictograms/26090/26090_500.png,qualifying adjective|core vocabulary-communication,communication|language|adjective|qualifying adjective|core vocabulary
26094,physiotherapist|physical therapist,fc1a6292,https://static.arasaac.org/pictograms/26094/26094_500.png,physiotherapy|professional|core vocabulary-knowledge|core vocabulary-work,health|physiotherapy|work|professional|core vocabulary
26098,fossil,bd2ad056,https://static.arasaac.org/pictograms/26098/26098_500.png,fossil,extinct being|fossil|paleontology
26102,fossil,bd2ad056,https://static.arasaac.org/pictograms/26102/26102_500.png,fossil,extinct being|fossil|paleontology
26106,cuff links|cufflinks,014d6552,https://static.arasaac.org/pictograms/26106/26106_500.png,accessories,object|fashion|accessories
26110,fat|fatty tissue,f4898c94,https://static.arasaac.org/pictograms/26110/26110_500.png,biology,biology
26114,handsome|beautiful,bf151ccf,https://static.arasaac.org/pictograms/26114/26114_500.png,qualifying adjective|core vocabulary-communication,communication|language|adjective|qualifying adjective|core vocabulary
26118,fairy,9820da2c,https://static.arasaac.org/pictograms/26118/26118_500.png,tale character,character|book character|tale character|literature
26122,hamburger,140d3ea2,https://static.arasaac.org/pictograms/26122/26122_500.png,processed food|meat,feeding|food|processed food|animal-based food|meat
26126,herbalist's|herbalist's shop,1b1ea4d7,https://static.arasaac.org/pictograms/26126/26126_500.png,commercial building|aromatic herb,place|building|trade|feeding|food|plant-based food|aromatic plant
