_id,keywords_en,keyword_hash,image_url,categories,tags
25301,take attendance|do a roll call|take the register|give the register out,7dacc4b0,https://static.arasaac.org/pictograms/25301/25301_500.png,verb|educational task|students|core vocabulary-communication|core vocabulary-education,communication|language|verb|education|educational task|students|core vocabulary
25303,freckle,f7281e0e,https://static.arasaac.org/pictograms/25303/25303_500.png,physical features|integumentary system,human body|physical features|human physiology|physiology|integumentary system
25307,sticky|gluey|gummy,b01a2633,https://static.arasaac.org/pictograms/25307/25307_500.png,qualifying adjective|texture,communication|language|adjective|qualifying adjective|texture
25311,horse brush,e29ef921,https://static.arasaac.org/pictograms/25311/25311_500.png,work tool|horse riding|equine-assisted therapy,work|tool|leisure|sport|horse riding|animal|animal-assisted therapy|equine-assisted therapy
25315,danger|warning,8f4b3559,https://static.arasaac.org/pictograms/25315/25315_500.png,traffic signal,movement|traffic|road safety|traffic signal
25319,Petra|Jordan,45312e54,https://static.arasaac.org/pictograms/25319/25319_500.png,monument,place|monument
25321,door knocker|knocker,535950f3,https://static.arasaac.org/pictograms/25321/25321_500.png,building facility|construction|residential building,place|building|building facility|work|secondary sector|construction|home
25325,Pablo Picasso|Picasso,f0057626,https://static.arasaac.org/pictograms/25325/25325_500.png,historical character|painting,character|historical character|history|visual art|painting
25327,foot,d8735f74,https://static.arasaac.org/pictograms/25327/25327_500.png,human anatomy|locomotor system|core vocabulary-living being,human body|anatomy|human anatomy|physiology|human physiology|locomotor system|core vocabulary
25331,pepper,b3f952d5,https://static.arasaac.org/pictograms/25331/25331_500.png,spices,feeding|food|plant-based food|spices
25335,pyramid,437233c7,https://static.arasaac.org/pictograms/25335/25335_500.png,architecture|monument|archaeology,architecture|building|place|monument|history|archaeology
25339,gaiters,36ee4e95,https://static.arasaac.org/pictograms/25339/25339_500.png,accessories,object|fashion|accessories
25343,chicken|roast chicken|grilled chicken|roasted chicken,d06cd55a,https://static.arasaac.org/pictograms/25343/25343_500.png,gastronomy|meat,feeding|food|gastronomy|animal-based food|meat
25347,pose,2d5f8ae9,https://static.arasaac.org/pictograms/25347/25347_500.png,verb|painting,communication|language|verb|visual art|painting
25348,pose,2d5f8ae9,https://static.arasaac.org/pictograms/25348/25348_500.png,verb|painting,communication|language|verb|visual art|painting
25349,pose,2d5f8ae9,https://static.arasaac.org/pictograms/25349/25349_500.png,verb|painting,communication|language|verb|visual art|painting
25353,alight,7ffa0803,https://static.arasaac.org/pictograms/25353/25353_500.png,verb|animal physiology,communication|language|verb|animal|animal physiology
25355,pay attention,0b938088,https://static.arasaac.org/pictograms/25355/25355_500.png,verb,communication|language|verb
25357,Badajoz|Palmas Door,0534c70d,https://static.arasaac.org/pictograms/25357/25357_500.png,monument,place|monument
25359,queimada,b0bf06a1,https://static.arasaac.org/pictograms/25359/25359_500.png,beverage,feeding|food|beverage
25363,cheese|piece of cheese,4dcdfd14,https://static.arasaac.org/pictograms/25363/25363_500.png,dairy product|processed food,feeding|food|animal-based food|dairy product|processed food
25365,horse scraper|currycomb,91794cc7,https://static.arasaac.org/pictograms/25365/25365_500.png,horse riding|equine-assisted therapy,leisure|sport|horse riding|animal|animal-assisted therapy|equine-assisted therapy
25369,adapted mouse,5aba8fb5,https://static.arasaac.org/pictograms/25369/25369_500.png,hardware|communication aid,computing|hardware|communication|augmentative communication|communication aid
25373,trap,ca97f68c,https://static.arasaac.org/pictograms/25373/25373_500.png,hunting,work|primary sector|hunting
25377,scratch|scrawl,677d9536,https://static.arasaac.org/pictograms/25377/25377_500.png,verb|disruptive behavior,communication|language|verb|psychology|disruptive behavior
25379,cut out,b2c9de0e,https://static.arasaac.org/pictograms/25379/25379_500.png,verb|work tool,communication|language|verb|work|tool
25381,gift|present,acdbb4b6,https://static.arasaac.org/pictograms/25381/25381_500.png,christmas|birthday|core vocabulary-time,event|popular event|christmas|social event|birthday|core vocabulary
25385,trailer|tow|horsebox,0c61c3e4,https://static.arasaac.org/pictograms/25385/25385_500.png,land transport,movement|traffic|mode of transport|land transport
25389,tadpole|pollywog|polliwog,42640a3f,https://static.arasaac.org/pictograms/25389/25389_500.png,omnivorous|amphibian|oviparous|river animal,animal|omnivorous|vertebrate|amphibian|oviparous|aquatic animal|freshwater animal|river
25393,gnaw,af6a6ec8,https://static.arasaac.org/pictograms/25393/25393_500.png,verb|food,communication|language|verb|feeding|food
25394,gnaw,af6a6ec8,https://static.arasaac.org/pictograms/25394/25394_500.png,verb|food,communication|language|verb|feeding|food
25397,ruby,58e53d13,https://static.arasaac.org/pictograms/25397/25397_500.png,mineral origin material|jewelry,material|raw material|mineral origin material|object|fashion|jewelry
25401,saccharin,2d79fec9,https://static.arasaac.org/pictograms/25401/25401_500.png,processed food,feeding|food|processed food
25405,remove from pan|move away from pan,733cddc4,https://static.arasaac.org/pictograms/25405/25405_500.png,verb|utensil|cookery,communication|language|verb|object|household|utensil|home|feeding|cookery
25407,grasshopper,c75a200b,https://static.arasaac.org/pictograms/25407/25407_500.png,herbivorous|insect|oviparous|terrestrial animal|wild animal,animal|herbivorous|invertebrate|arthropod|insect|oviparous|terrestrial animal|wild
25411,castle|citadel|Malaga's citadel,4f57503f,https://static.arasaac.org/pictograms/25411/25411_500.png,monument,place|monument
25413,painting|Picasso|cubism,ffb6a636,https://static.arasaac.org/pictograms/25413/25413_500.png,painting|art|visual art,visual art|painting
25415,paint|painter,12d23603,https://static.arasaac.org/pictograms/25415/25415_500.png,visual artist|professional artist|painting|art,work|professional|artist|visual art|painting
25419,carriage,16f475da,https://static.arasaac.org/pictograms/25419/25419_500.png,land transport,movement|traffic|mode of transport|land transport
25420,carriage,16f475da,https://static.arasaac.org/pictograms/25420/25420_500.png,land transport,movement|traffic|mode of transport|land transport
25427,Saint George,27b96444,https://static.arasaac.org/pictograms/25427/25427_500.png,popular event|core vocabulary-time,event|popular event|core vocabulary
25429,sauna|wet sauna|Turkish bath,aeac7ef8,https://static.arasaac.org/pictograms/25429/25429_500.png,recreational facility,place|facility|recreational facility|leisure
25433,sauna|dry sauna|Finnish sauna,860b6e91,https://static.arasaac.org/pictograms/25433/25433_500.png,recreational facility,place|facility|recreational facility|leisure
25437,dry|dry|dry out,3b469a0f,https://static.arasaac.org/pictograms/25437/25437_500.png,qualifying adjective|core vocabulary-communication,communication|language|adjective|qualifying adjective|core vocabulary
25441,Holy Week,f3f82ead,https://static.arasaac.org/pictograms/25441/25441_500.png,easter week|religious event|christianity|core vocabulary-time|core vocabulary-religion,event|popular event|easter week|religious event|religion|christianity|core vocabulary
25445,senses,51c4cc7c,https://static.arasaac.org/pictograms/25445/25445_500.png,senses,human body|physiology|human physiology|senses
25447,saw,a07a8f8e,https://static.arasaac.org/pictograms/25447/25447_500.png,verb|work tool|carpentry,communication|language|verb|work|tool|secondary sector|carpentry
25448,saw,a07a8f8e,https://static.arasaac.org/pictograms/25448/25448_500.png,verb|work tool|carpentry,communication|language|verb|work|tool|secondary sector|carpentry
25449,saw,a07a8f8e,https://static.arasaac.org/pictograms/25449/25449_500.png,verb|work tool|carpentry,communication|language|verb|work|tool|secondary sector|carpentry
25453,silence|hush|shut up|silence,2136ca42,https://static.arasaac.org/pictograms/25453/25453_500.png,verb,communication|language|verb
25455,adapted chair,0d06f857,https://static.arasaac.org/pictograms/25455/25455_500.png,orthopedic product|furniture,object|orthopedic product|furniture
25459,saddle,401cb378,https://static.arasaac.org/pictograms/25459/25459_500.png,horse riding|equine-assisted therapy,leisure|sport|horse riding|animal|animal-assisted therapy|equine-assisted therapy
25460,saddle,401cb378,https://static.arasaac.org/pictograms/25460/25460_500.png,horse riding|equine-assisted therapy,leisure|sport|horse riding|animal|animal-assisted therapy|equine-assisted therapy
25467,wheelchair,e8dca154,https://static.arasaac.org/pictograms/25467/25467_500.png,orthopedic product,object|orthopedic product
25471,wheelchair|motorised wheelchair|electric wheelchair|power wheelchair,c30d4f7d,https://static.arasaac.org/pictograms/25471/25471_500.png,orthopedic product|core vocabulary-object,object|orthopedic product|core vocabulary
25475,armchair,7d7ad4cf,https://static.arasaac.org/pictograms/25475/25475_500.png,furniture,object|furniture
25479,sofa|couch,c5ab95cf,https://static.arasaac.org/pictograms/25479/25479_500.png,furniture|core vocabulary-object,object|furniture|core vocabulary
25483,Thailand,103357e3,https://static.arasaac.org/pictograms/25483/25483_500.png,flag|country,geography|political geography|flag|country
25484,India|Taj Mahal,69098fe1,https://static.arasaac.org/pictograms/25484/25484_500.png,monument,place|monument
25486,noodles,d7eba311,https://static.arasaac.org/pictograms/25486/25486_500.png,processed food,feeding|food|processed food
25488,cake|birthday cake,bcf53317,https://static.arasaac.org/pictograms/25488/25488_500.png,baking|birthday,feeding|food|ultra-processed food|dessert|baking|event|social event|birthday
25492,points,0aab81de,https://static.arasaac.org/pictograms/25492/25492_500.png,miscellaneous,
25494,Merida Roman theatre|Merida,04b93a4c,https://static.arasaac.org/pictograms/25494/25494_500.png,monument|rome,place|monument|history|civilization|Rome
25498,television|screen|LCD screen|HDTV|TV,f40b195b,https://static.arasaac.org/pictograms/25498/25498_500.png,electrical appliance|mass media|mass media device|core vocabulary-object|core vocabulary-communication,object|appliance|electrical appliance|home|communication|mass media|mass media device|core vocabulary
25502,tapeworm|tapeworm infection,89d081bf,https://static.arasaac.org/pictograms/25502/25502_500.png,disease,health|medicine|disease
25506,trap,ca97f68c,https://static.arasaac.org/pictograms/25506/25506_500.png,hunting,work|primary sector|hunting
25507,trap,ca97f68c,https://static.arasaac.org/pictograms/25507/25507_500.png,hunting,work|primary sector|hunting
25514,trapezius,e6b8ae40,https://static.arasaac.org/pictograms/25514/25514_500.png,human anatomy|muscular system|human body,human body|anatomy|human anatomy|physiology|human physiology|muscular system
25518,udder,23f924c6,https://static.arasaac.org/pictograms/25518/25518_500.png,animal anatomy,animal|anatomy|animal anatomy
25522,vertebras,16e30238,https://static.arasaac.org/pictograms/25522/25522_500.png,human anatomy|osseous system,human body|anatomy|human anatomy|physiology|human physiology|osseous system
25524,video camera,b0c8eb1b,https://static.arasaac.org/pictograms/25524/25524_500.png,appliance|mass media|hardware|core vocabulary-object|core vocabulary-communication|core vocabulary-knowledge,object|appliance|communication|mass media|computing|hardware|core vocabulary
25528,viviparous| live-bearing,640c29bb,https://static.arasaac.org/pictograms/25528/25528_500.png,viviparous|qualifying adjective,animal|viviparous|communication|language|adjective|qualifying adjective
25532,turn around|turn over|turn,72d90d40,https://static.arasaac.org/pictograms/25532/25532_500.png,verb|utensil|cookery,communication|language|verb|object|household|utensil|home|feeding|cookery
25534,volunteer,2d56df9a,https://static.arasaac.org/pictograms/25534/25534_500.png,group,person|group
25536,volunteer,2d56df9a,https://static.arasaac.org/pictograms/25536/25536_500.png,group,person|group
25542,Conference Hall|conference house|conference center,dcc1d7d6,https://static.arasaac.org/pictograms/25542/25542_500.png,cultural building|public building,place|building|culture|public administration
25544,Malaga's Exhibition and Congress Centre,0a4da8c2,https://static.arasaac.org/pictograms/25544/25544_500.png,cultural building|public building|monument,place|building|culture|public administration|monument
25545,Conference Hall|Zaragoza's Conference Hall,5df143d5,https://static.arasaac.org/pictograms/25545/25545_500.png,cultural building|public building|monument|saragossa,place|building|culture|public administration|monument|Aragon|Saragossa
25550,Malaga's Cathedral,f3120114,https://static.arasaac.org/pictograms/25550/25550_500.png,monument|religious building|religious place|christianity,place|monument|building|religion|christianity
25552,group therapy,d8fd4810,https://static.arasaac.org/pictograms/25552/25552_500.png,psychology|therapy,psychology|therapy
25556,rice|rice packet,169049b6,https://static.arasaac.org/pictograms/25556/25556_500.png,cereal,feeding|food|plant-based food|cereal
25560,sugar|sugar packet,781df4ab,https://static.arasaac.org/pictograms/25560/25560_500.png,condiment|cookery|core vocabulary-feeding,feeding|food|ultra-processed food|condiment|cookery|core vocabulary
25564,coffee|coffee packet,2a15829d,https://static.arasaac.org/pictograms/25564/25564_500.png,beverage,feeding|food|beverage
25568,biscuits|biscuit packet,bb6228e1,https://static.arasaac.org/pictograms/25568/25568_500.png,baking,feeding|food|ultra-processed food|dessert|baking
25572,macaroni|macaroni packet,c11f584a,https://static.arasaac.org/pictograms/25572/25572_500.png,ultra-processed food,feeding|food|ultra-processed food
25576,salt,ceb20772,https://static.arasaac.org/pictograms/25576/25576_500.png,mineral rich food|cookery|core vocabulary-feeding,feeding|food|mineral rich food|cookery|core vocabulary
25580,spaghetti|spaguetti packet,14c95bd8,https://static.arasaac.org/pictograms/25580/25580_500.png,processed food,feeding|food|processed food
25588,fishmonger|statue,6cb23342,https://static.arasaac.org/pictograms/25588/25588_500.png,monument,place|monument
25590,patient lift,d9ec7f9a,https://static.arasaac.org/pictograms/25590/25590_500.png,physiotherapy equipment|special education,health|medicine|medical equipment|physiotherapy equipment|education|special education
25594,motorized pump|pump|water pump,b7ce1c6b,https://static.arasaac.org/pictograms/25594/25594_500.png,work machine,work|work machine
25602,fart,3f2f4295,https://static.arasaac.org/pictograms/25602/25602_500.png,disruptive behavior,psychology|disruptive behavior
25603,fart|break wind,58b1da7e,https://static.arasaac.org/pictograms/25603/25603_500.png,verb|disruptive behavior,communication|language|verb|psychology|disruptive behavior
25606,corn cake|corn bread,7d02c84b,https://static.arasaac.org/pictograms/25606/25606_500.png,gastronomy,feeding|food|gastronomy
25610,horse rubber shoe,87be5d98,https://static.arasaac.org/pictograms/25610/25610_500.png,orthopedic product,object|orthopedic product
25614,video game|CD Rom|CD-Rom|computer game,fd36e244,https://static.arasaac.org/pictograms/25614/25614_500.png,video game,leisure|game|video game
25618,care|Be careful!|be careful|caution|precaution,9671e576,https://static.arasaac.org/pictograms/25618/25618_500.png,traffic signal,movement|traffic|road safety|traffic signal
25620,grants|subsidy|welfare benefits|aid|aids|subsidies|help|assistance,ac8d95bc,https://static.arasaac.org/pictograms/25620/25620_500.png,public administration,work|tertiary sector|public administration
25622,pork|pig,a975b4c4,https://static.arasaac.org/pictograms/25622/25622_500.png,gastronomy|meat,feeding|food|gastronomy|animal-based food|meat
25624,rabbit,a51e47f6,https://static.arasaac.org/pictograms/25624/25624_500.png,gastronomy|meat,feeding|food|gastronomy|animal-based food|meat
25626,lamb|suckling lamb,e2fb69fe,https://static.arasaac.org/pictograms/25626/25626_500.png,meat,feeding|food|animal-based food|meat
25628,turkey,db77174a,https://static.arasaac.org/pictograms/25628/25628_500.png,gastronomy,feeding|food|gastronomy
25630,beef|veal,99538d78,https://static.arasaac.org/pictograms/25630/25630_500.png,meat|gastronomy,feeding|food|gastronomy|animal-based food|meat
25632,chicken,742929dc,https://static.arasaac.org/pictograms/25632/25632_500.png,gastronomy|meat,feeding|food|gastronomy|animal-based food|meat
25634,accessories,464b656a,https://static.arasaac.org/pictograms/25634/25634_500.png,accessories,object|fashion|accessories
25636,cloudy,f3639bae,https://static.arasaac.org/pictograms/25636/25636_500.png,qualifying adjective|atmospheric phenomena,communication|language|adjective|qualifying adjective|meteorology|atmospheric phenomena
25638,strength|force,302f93dd,https://static.arasaac.org/pictograms/25638/25638_500.png,miscellaneous,
25640,cattle|livestock,2e353f33,https://static.arasaac.org/pictograms/25640/25640_500.png,cattle farming,work|primary sector|cattle farming
25642,geriatrics,7853eb93,https://static.arasaac.org/pictograms/25642/25642_500.png,personal services|signaling system,work|tertiary sector|personal services|communication|signaling system
25644,immigrant|immigrant|immigrate|emigrant|emigrant|emigrate,54ba8989,https://static.arasaac.org/pictograms/25644/25644_500.png,miscellaneous,
25645,immigrant|immigrant|immigrate|emigrant|emigrant|emigrate,54ba8989,https://static.arasaac.org/pictograms/25645/25645_500.png,miscellaneous,
25648,route|journey|trip|itinerary,010ee55c,https://static.arasaac.org/pictograms/25648/25648_500.png,movement|core vocabulary-movement,movement|core vocabulary
25650,botanic garden|botanical garden,35d636b1,https://static.arasaac.org/pictograms/25650/25650_500.png,recreational facility|plant,place|facility|recreational facility|leisure|plant
25652,machine|machines,04fed407,https://static.arasaac.org/pictograms/25652/25652_500.png,appliance,object|appliance
25654,pets|pet,862680aa,https://static.arasaac.org/pictograms/25654/25654_500.png,pet|categorization,animal|pet|categorization
25656,movement|motion,b02108de,https://static.arasaac.org/pictograms/25656/25656_500.png,physics,physics
25658,percussion,bc0170ec,https://static.arasaac.org/pictograms/25658/25658_500.png,percussion instrument,music|musical instrument|percussion instrument
25660,tuna,2bf93a8a,https://static.arasaac.org/pictograms/25660/25660_500.png,fish,feeding|food|animal-based food|fish
25662,gilthead,3390b455,https://static.arasaac.org/pictograms/25662/25662_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
25664,John Dory|megrim,770cf128,https://static.arasaac.org/pictograms/25664/25664_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
25666,sole,beb7f7a3,https://static.arasaac.org/pictograms/25666/25666_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
25667,sea bass,b6b9ac3f,https://static.arasaac.org/pictograms/25667/25667_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
25668,turbot,7734299f,https://static.arasaac.org/pictograms/25668/25668_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
25669,salmon,180fd182,https://static.arasaac.org/pictograms/25669/25669_500.png,fish,feeding|food|animal-based food|fish
25670,sardina|pilchard,0d834893,https://static.arasaac.org/pictograms/25670/25670_500.png,fish,feeding|food|animal-based food|fish
25671,trout,14bb02c0,https://static.arasaac.org/pictograms/25671/25671_500.png,fish|food,feeding|food|animal-based food|fish
25678,diagnose,1fe85e86,https://static.arasaac.org/pictograms/25678/25678_500.png,medical test|symptom|disease,health|medicine|medical procedure|medical test|symptom|disease
25680,underwear|underclothes|underclothing,b494d972,https://static.arasaac.org/pictograms/25680/25680_500.png,clothes|categorization,object|fashion|clothes|categorization
25682,study|study hall,e3bb1bea,https://static.arasaac.org/pictograms/25682/25682_500.png,library science|signaling system,library science|communication|signaling system
25684,reading room|reading hall,fcde51cb,https://static.arasaac.org/pictograms/25684/25684_500.png,library science|signaling system,library science|communication|signaling system
25686,study and reading room|study and reading hall,a2c55f7c,https://static.arasaac.org/pictograms/25686/25686_500.png,library science|signaling system,library science|communication|signaling system
25688,mixer|blender|adapted mixer|adapted blender,c1598dc3,https://static.arasaac.org/pictograms/25688/25688_500.png,electrical appliance,object|appliance|electrical appliance|home
25690,bed,001cbc05,https://static.arasaac.org/pictograms/25690/25690_500.png,furniture,object|furniture
25692,OAP Day Care Centre|day care center,07fc4d91,https://static.arasaac.org/pictograms/25692/25692_500.png,service building|personal services,place|building|service building|work|tertiary sector|personal services
25693,OAP Day Care Centre|day care center,07fc4d91,https://static.arasaac.org/pictograms/25693/25693_500.png,service building|personal services|signaling system,place|building|service building|work|tertiary sector|personal services|communication|signaling system
25696,consent,9d721d9a,https://static.arasaac.org/pictograms/25696/25696_500.png,court document,document|justice
25698,informed consent,89617e7f,https://static.arasaac.org/pictograms/25698/25698_500.png,medical document|medical documentation,health|medicine|document
25700,turkey cold meat|turkey cold cuts,0cff93ab,https://static.arasaac.org/pictograms/25700/25700_500.png,processed food|cold meat,feeding|food|processed food|cold meat
25702,privacy|private life,206e88da,https://static.arasaac.org/pictograms/25702/25702_500.png,signaling system,communication|signaling system
25704,morning|morning time,af7a5fda,https://static.arasaac.org/pictograms/25704/25704_500.png,day time|core vocabulary-time|adverb|adverb of time,time|calendar|core vocabulary|communication|language|adverb|adverb of time
25706,half board|half board basis,acb03b95,https://static.arasaac.org/pictograms/25706/25706_500.png,hospitality industry,work|tertiary sector|hospitality industry
25708,very|too,b85284f9,https://static.arasaac.org/pictograms/25708/25708_500.png,adverb of manner,communication|language|adverb|adverb of manner
25710,neuropsychologist,c00753c9,https://static.arasaac.org/pictograms/25710/25710_500.png,professional|psychology,work|professional|psychology
25713,neuropsychologist,c00753c9,https://static.arasaac.org/pictograms/25713/25713_500.png,professional|psychology,work|professional|psychology
25714,Prying is forbidden,9d099208,https://static.arasaac.org/pictograms/25714/25714_500.png,signaling system,communication|signaling system
25716,No looking,f3f3e434,https://static.arasaac.org/pictograms/25716/25716_500.png,signaling system,communication|signaling system
25718,No disturbing,34958f59,https://static.arasaac.org/pictograms/25718/25718_500.png,signaling system,communication|signaling system
25720,life project|project of life|life plan|lifelong project,93999a6a,https://static.arasaac.org/pictograms/25720/25720_500.png,person according to their age,person
25721,life project|project of life|life plan|lifelong project,93999a6a,https://static.arasaac.org/pictograms/25721/25721_500.png,person according to their age,person
25724,old people's home|rest home|nursing home,aff620b7,https://static.arasaac.org/pictograms/25724/25724_500.png,residential building|personal services,place|building|home|work|tertiary sector|personal services
25725,rest home|nursing home|old people's home,aff620b7,https://static.arasaac.org/pictograms/25725/25725_500.png,residential building|personal services,place|building|home|work|tertiary sector|personal services
25728,residence|boarding school,f3becaf7,https://static.arasaac.org/pictograms/25728/25728_500.png,residential building,place|building|home
25729,residence|boarding school,f3becaf7,https://static.arasaac.org/pictograms/25729/25729_500.png,residential building|signaling system|core vocabulary-place|core vocabulary-communication,place|building|home|communication|signaling system|core vocabulary
25732,residence for disabled people|nursing home,b04e1d51,https://static.arasaac.org/pictograms/25732/25732_500.png,residential building|personal services,place|building|home|work|tertiary sector|personal services
25733,residence for disabled people|nursing home,b04e1d51,https://static.arasaac.org/pictograms/25733/25733_500.png,residential building|personal services|signaling system,place|building|home|work|tertiary sector|personal services|communication|signaling system
25736,now,97bc592b,https://static.arasaac.org/pictograms/25736/25736_500.png,adverb of time,communication|language|adverb|adverb of time
25738,stir|stir with a mixer's stick,324c19ac,https://static.arasaac.org/pictograms/25738/25738_500.png,verb|utensil|cookery,communication|language|verb|object|household|utensil|home|feeding|cookery
25740,spread with a piping bag,e212950c,https://static.arasaac.org/pictograms/25740/25740_500.png,verb|baking,communication|language|verb|feeding|food|ultra-processed food|dessert|baking
25742,package of gelatin|gelatine,73979df6,https://static.arasaac.org/pictograms/25742/25742_500.png,ultra-processed food,feeding|food|ultra-processed food
25744,mustard-colored|ochre|ocher,b12d82f4,https://static.arasaac.org/pictograms/25744/25744_500.png,color,color
25746,sleeve|arm,11ef107e,https://static.arasaac.org/pictograms/25746/25746_500.png,clothes,object|fashion|clothes
25748,AraWord,0cfb4ef9,https://static.arasaac.org/pictograms/25748/25748_500.png,communication aid|computing,communication|augmentative communication|communication aid|computing
25749,AraWord,0cfb4ef9,https://static.arasaac.org/pictograms/25749/25749_500.png,communication aid|computing,communication|augmentative communication|communication aid|computing
25750,fertilize|fertilise,f64329d5,https://static.arasaac.org/pictograms/25750/25750_500.png,verb|gardening|agriculture,communication|language|verb|work|primary sector|gardening|agriculture
25751,fertilize|fertilise,f64329d5,https://static.arasaac.org/pictograms/25751/25751_500.png,verb|agriculture|gardening,communication|language|verb|work|primary sector|agriculture|gardening
25752,you got it!|accept|agree to,d9a5837d,https://static.arasaac.org/pictograms/25752/25752_500.png,expression|verb,communication|language|expression|verb
25757,you got it!|agree to|accept,d9a5837d,https://static.arasaac.org/pictograms/25757/25757_500.png,expression|verb,communication|language|expression|verb
25758,irrigation ditch,35d71ae6,https://static.arasaac.org/pictograms/25758/25758_500.png,infrastructure|agriculture,place|infrastructure|work|primary sector|agriculture
25762,go with|accompany,e7bd8578,https://static.arasaac.org/pictograms/25762/25762_500.png,verb|human response,communication|language|verb|psychology|human response
25764,semidetached,fee2b2c8,https://static.arasaac.org/pictograms/25764/25764_500.png,residential building,place|building|home
25768,wind turbine,3028a1e7,https://static.arasaac.org/pictograms/25768/25768_500.png,infrastructure|energy,place|infrastructure|work|secondary sector|energy
25772,knife grinder,1a522866,https://static.arasaac.org/pictograms/25772/25772_500.png,professional|cutlery,work|professional|object|household|cutlery|home
25776,isolate|isolation|cut off|solitary|alone|lonely,3ae03a54,https://static.arasaac.org/pictograms/25776/25776_500.png,verb|disruptive behavior|bullying,communication|language|verb|psychology|disruptive behavior|law|crime|bullying
25778,espadrilles,b823163a,https://static.arasaac.org/pictograms/25778/25778_500.png,footwear,object|fashion|footwear
25782,tall,6ce1a133,https://static.arasaac.org/pictograms/25782/25782_500.png,qualifying adjective|basic concepts|core vocabulary-communication,communication|language|adjective|qualifying adjective|mathematics|basic concepts|core vocabulary
25786,friend,3af00c6c,https://static.arasaac.org/pictograms/25786/25786_500.png,group,person|group
25790,friend,3af00c6c,https://static.arasaac.org/pictograms/25790/25790_500.png,group|core vocabulary-living being,person|group|core vocabulary
25792,friends,28f20a02,https://static.arasaac.org/pictograms/25792/25792_500.png,group,person|group
25796,elderly,3b9da089,https://static.arasaac.org/pictograms/25796/25796_500.png,elderly|core vocabulary-living being|person according to their age,person|elderly|core vocabulary
25800,walker,1c3a0b25,https://static.arasaac.org/pictograms/25800/25800_500.png,orthopedic product,object|orthopedic product
25804,anorak,7ba3ca87,https://static.arasaac.org/pictograms/25804/25804_500.png,clothes,object|fashion|clothes
25808,plough|plow,2b0d1f78,https://static.arasaac.org/pictograms/25808/25808_500.png,work machine|agriculture,work|work machine|primary sector|agriculture
25812,plough|plow,2b0d1f78,https://static.arasaac.org/pictograms/25812/25812_500.png,agriculture|verb,work|primary sector|agriculture|communication|language|verb
25815,squirrel,eac074b0,https://static.arasaac.org/pictograms/25815/25815_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
25819,penthouse,9e42c6c2,https://static.arasaac.org/pictograms/25819/25819_500.png,residential building,place|building|home
25823,embarrassment,a575eef2,https://static.arasaac.org/pictograms/25823/25823_500.png,feeling|human response,psychology|feeling|emotion|human response
25827,slug,2dbcba41,https://static.arasaac.org/pictograms/25827/25827_500.png,omnivorous|mollusc|terrestrial animal|oviparous,animal|omnivorous|invertebrate|mollusc|terrestrial animal|oviparous
25831,roof rack|luggage rack,0dfe8604,https://static.arasaac.org/pictograms/25831/25831_500.png,vehicle component|land transport,movement|traffic|mode of transport|vehicle component|land transport
25835,cod|codfish,04fd07e2,https://static.arasaac.org/pictograms/25835/25835_500.png,omnivorous|fish-animal|oviparous|marine animal|fishing,animal|omnivorous|vertebrate|fish|oviparous|aquatic animal|marine animal|sea|work|primary sector|fishing
25839,short|little|smaller|littler,c7dd440b,https://static.arasaac.org/pictograms/25839/25839_500.png,qualifying adjective|basic concepts|core vocabulary-communication|core vocabulary-knowledge|physical features,communication|language|adjective|qualifying adjective|mathematics|basic concepts|core vocabulary|human body|physical features
25843,bath|soak,bad90cee,https://static.arasaac.org/pictograms/25843/25843_500.png,verb|swimming pool|beach|river|sea and oceans,communication|language|verb|leisure|outdoor activity|swimming pool|beach|geography|physical geography|landform|river|sea|ocean
25844,bath|soak,bad90cee,https://static.arasaac.org/pictograms/25844/25844_500.png,verb|swimming pool|river|beach|sea and oceans,communication|language|verb|leisure|outdoor activity|swimming pool|geography|physical geography|landform|river|beach|sea|ocean
25845,bath|soak,bad90cee,https://static.arasaac.org/pictograms/25845/25845_500.png,verb|swimming pool|beach|river|sea and oceans,communication|language|verb|leisure|outdoor activity|swimming pool|beach|geography|physical geography|landform|river|sea|ocean
25849,neighborhood|suburb|neighbourhood,b631d500,https://static.arasaac.org/pictograms/25849/25849_500.png,urban area,place|urban area
25853,box|boxwood,8de74b8b,https://static.arasaac.org/pictograms/25853/25853_500.png,bush,plant|bush
25857,tuna,2bf93a8a,https://static.arasaac.org/pictograms/25857/25857_500.png,carnivorous|fish-animal|oviparous|marine animal|fishing|fish,animal|carnivorous|vertebrate|fish|oviparous|aquatic animal|marine animal|sea|work|primary sector|fishing|feeding|food|animal-based food
25861,anchovies,a240f445,https://static.arasaac.org/pictograms/25861/25861_500.png,gastronomy,feeding|food|gastronomy
